id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
622-452_56222,"صلصال اسوان صلصال سيمكس - 2 كيلو بنى","Clay Aswan Mud CEMEX - 2 kg Brown",http://localhost/ourarts/wp-content/uploads/2021/01/26_26125615.jpg,http://localhost/ourarts/product/%d8%b5%d9%84%d8%b5%d8%a7%d9%84-%d8%a7%d8%b3%d9%88%d8%a7%d9%86-%d8%b5%d9%84%d8%b5%d8%a7%d9%84-%d8%b3%d9%8a%d9%85%d9%83%d8%b3-2-%d9%83%d9%8a%d9%84%d9%88-%d8%a8%d9%86%d9%89/,"ادوات صلصال حراري وعجينة سيراميك - Thermal Clay &amp; Ceramic Paste tools","Our Arts",26EGP,in stock,622-452_56222,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22.5EGP,new,published,,,,,16,,
622-453_56223,"نوت بوك مسطر ورق 60 ورقة","Notebook Lined Paper 60 Papers",http://localhost/ourarts/wp-content/uploads/2021/01/1548484511547.jpg,http://localhost/ourarts/product/%d8%af%d9%81%d8%aa%d8%b1-%d9%85%d8%b3%d8%b7%d8%b1-%d9%88%d8%b1%d9%82-60-%d9%88%d8%b1%d9%82%d8%a9/,"نوت بوك - Notebook","Our Arts",6EGP,in stock,622-453_56223,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5.5EGP,new,published,,,,,16,,
622-450_56220,"تشكيل الصلصال Aswani Simex 1K.g","Clay Formation Aswani Simex 1K.g",http://localhost/ourarts/wp-content/uploads/2021/01/6221200990012.jpg,http://localhost/ourarts/product/%d8%aa%d8%b4%d9%83%d9%8a%d9%84-%d8%a7%d9%84%d8%b5%d9%84%d8%b5%d8%a7%d9%84-aswani-simex-1k-g/,"ادوات صلصال حراري وعجينة سيراميك - Thermal Clay &amp; Ceramic Paste tools","Our Arts",16EGP,in stock,622-450_56220,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,13.5EGP,new,published,,,,,16,,
622-451_56221,"stickersورق المنار- برتقالي","El Manar Sticker Leaf- Orange",http://localhost/ourarts/wp-content/uploads/2021/01/2724483150851.jpg,http://localhost/ourarts/product/%d8%b3%d8%aa%d9%8a%d9%83%d8%b1-%d9%88%d8%b1%d9%82-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a8%d8%b1%d8%aa%d9%82%d8%a7%d9%84%d9%8a/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-451_56221,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-449_56218,"المنار stickers أصفر - شجر","Stickers elmanar yellow - trees",http://localhost/ourarts/wp-content/uploads/2021/01/6222002207865.jpg,http://localhost/ourarts/product/%d8%b3%d8%aa%d9%8a%d9%83%d8%b1-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a3%d8%b5%d9%81%d8%b1-%d8%b4%d8%ac%d8%b1/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-449_56218,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-45_56219,"عبوة stickers ياسين A4 مقاس (25.4 * 16.7 مم) 112","Pack of Label Yassin A4 - Size(25.4*16.7mm) 112",http://localhost/ourarts/wp-content/uploads/2021/01/pack-of-label-yassin_9.jpg,http://localhost/ourarts/product/%d8%b9%d8%a8%d9%88%d8%a9-%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d9%85%d9%82%d8%a7%d8%b3-25-4-16-7-%d9%85%d9%85-112/,"ملصق - Labels","Our Arts",161EGP,in stock,622-45_56219,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,140EGP,new,published,,,,,16,,
622-448_56217,"صلصال سيمكس -500 جم-بني","Semex Clay-500g-Brown",http://localhost/ourarts/wp-content/uploads/2021/01/6221200990500.jpg,http://localhost/ourarts/product/%d8%b5%d9%84%d8%b5%d8%a7%d9%84-%d8%b3%d9%8a%d9%85%d9%83%d8%b3-500-%d8%ac%d9%85-%d8%a8%d9%86%d9%8a/,"ادوات صلصال حراري وعجينة سيراميك - Thermal Clay &amp; Ceramic Paste tools","Our Arts",7EGP,in stock,622-448_56217,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,6EGP,new,published,,,,,16,,
622-447_56216,"المنار stickers كمثرى- برتقالي","El Manar Sticker Pear- Orange",http://localhost/ourarts/wp-content/uploads/2021/01/6222002208008.jpg,http://localhost/ourarts/product/%d8%b3%d8%aa%d9%8a%d9%83%d8%b1-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d9%83%d9%85%d8%ab%d8%b1%d9%89-%d8%a8%d8%b1%d8%aa%d9%82%d8%a7%d9%84%d9%8a/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-447_56216,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-446_56215,"صلصال سيمكس 500 جرام أبيض","Semex Clay 500g White",http://localhost/ourarts/wp-content/uploads/2021/01/1_18__1.jpg,http://localhost/ourarts/product/%d8%b5%d9%84%d8%b5%d8%a7%d9%84-%d8%b3%d9%8a%d9%85%d9%83%d8%b3-500-%d8%ac%d8%b1%d8%a7%d9%85-%d8%a3%d8%a8%d9%8a%d8%b6/,"ادوات صلصال حراري وعجينة سيراميك - Thermal Clay &amp; Ceramic Paste tools","Our Arts",9EGP,in stock,622-446_56215,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,8EGP,new,published,,,,,16,,
622-444_56213,"صلصال سيمكس -1 كيلو- ابيض","Semex Clay-1Kg-White",http://localhost/ourarts/wp-content/uploads/2021/01/1_10.jpg,http://localhost/ourarts/product/%d8%b5%d9%84%d8%b5%d8%a7%d9%84-%d8%b3%d9%8a%d9%85%d9%83%d8%b3-1-%d9%83%d9%8a%d9%84%d9%88-%d8%a7%d8%a8%d9%8a%d8%b6/,"ادوات صلصال حراري وعجينة سيراميك - Thermal Clay &amp; Ceramic Paste tools","Our Arts",17EGP,in stock,622-444_56213,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,14.85EGP,new,published,,,,,16,,
622-445_56214,"شمعة stickers المنار - برتقالي","El Manar Sticker candle - Orange",http://localhost/ourarts/wp-content/uploads/2021/01/6222002207964.jpg,http://localhost/ourarts/product/%d8%b4%d9%85%d8%b9%d8%a9-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a8%d8%b1%d8%aa%d9%82%d8%a7%d9%84%d9%8a/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-445_56214,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-442_56211,"Cars Backpack Size 16 No.NA18-11839","Cars Backpack Size 16 No.NA18-11839",http://localhost/ourarts/wp-content/uploads/2021/01/2_4_.jpg,http://localhost/ourarts/product/%d8%b4%d9%86%d8%b7%d8%a9-%d8%b8%d9%87%d8%b1-%d8%b3%d9%8a%d8%a7%d8%b1%d8%a7%d8%aa-%d9%85%d9%82%d8%a7%d8%b3-16-%d8%b1%d9%82%d9%85-na18-11839/,"شنط مدرسية - School bag","Our Arts",401EGP,in stock,622-442_56211,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,349EGP,new,published,,,,,16,,
622-443_56212,"stickers المنار - اصفر - فراولة","Stickers elmanar - yellow - strawberry",http://localhost/ourarts/wp-content/uploads/2021/01/6222002207933.jpg,http://localhost/ourarts/product/%d8%a7%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a7%d8%b5%d9%81%d8%b1-%d9%81%d8%b1%d8%a7%d9%88%d9%84%d8%a9/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-443_56212,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-441_56210,"stickers المنار - احمر - فراولة","Stickers elmanar - Red - Strawberry",http://localhost/ourarts/wp-content/uploads/2021/01/6222002207940-2.jpg,http://localhost/ourarts/product/%d8%a7%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a7%d8%ad%d9%85%d8%b1-%d9%81%d8%b1%d8%a7%d9%88%d9%84%d8%a9/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-441_56210,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-440_56209,"سلوتب لاصق","Magic Tape",http://localhost/ourarts/wp-content/uploads/2021/01/6222002201405-2.jpg,http://localhost/ourarts/product/%d8%b3%d9%84%d9%88%d8%aa%d8%a8-%d9%84%d8%a7%d8%b5%d9%82/,"سلوتب لاصق - slotip","Our Arts",8EGP,in stock,622-440_56209,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,7EGP,new,published,,,,,16,,
622-439_56207,"stickers جرين المنار تفاح","Stickers Green elManar Apple",http://localhost/ourarts/wp-content/uploads/2021/01/6222002207919.jpg,http://localhost/ourarts/product/%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%b2-%d8%ac%d8%b1%d9%8a%d9%86-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%aa%d9%81%d8%a7%d8%ad/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-439_56207,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-437_56205,"المنار stickers ابيض - 8 * 22 ملم","Stickers elmanar White - 8 * 22 mm",http://localhost/ourarts/wp-content/uploads/2021/01/6222002205991.jpg,http://localhost/ourarts/product/%d8%a7%d8%b3%d8%aa%d9%8a%d9%83%d8%b1-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a7%d8%a8%d9%8a%d8%b6-8-22-%d9%85%d9%84%d9%85/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-437_56205,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-438_56206,"عبوة stickers ياسين A4 مقاس (70 * 42 مم) 21 ورقة","Pack of Label Yassin A4 Size(70*42mm) 21 in sheet",http://localhost/ourarts/wp-content/uploads/2021/01/yassin_-computer-label_16_1_1.jpg,http://localhost/ourarts/product/%d8%b9%d8%a8%d9%88%d8%a9-%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d9%85%d9%82%d8%a7%d8%b3-70-42-%d9%85%d9%85-21-%d9%88%d8%b1%d9%82%d8%a9/,"مجموعة ورق A4 لازق - Pack of A4 Label","Our Arts",184EGP,in stock,622-438_56206,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,160EGP,new,published,,,,,16,,
622-435_56203,"المنار stickers - ابيض مقاس 43 * 80 مم","Stickers elmanar- White-Size 43*80 mm",http://localhost/ourarts/wp-content/uploads/2021/01/6222002206172.jpg,http://localhost/ourarts/product/%d8%a7%d8%b3%d8%aa%d9%8a%d9%83%d8%b1-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a7%d8%a8%d9%8a%d8%b6-%d9%85%d9%82%d8%a7%d8%b3-43-80-%d9%85%d9%85/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-435_56203,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-436_56204,"ياسين عبوة ليبل ياسين A4 حجم (114 ملم) سي دي","Yassin Pack of Label Yassin A4 Size(114mm) CD",http://localhost/ourarts/wp-content/uploads/2021/01/download_7__2_3_1.jpg,http://localhost/ourarts/product/%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-%d8%b9%d8%a8%d9%88%d8%a9-%d9%84%d9%8a%d8%a8%d9%84-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d8%ad%d8%ac%d9%85-114-%d9%85%d9%84%d9%85-%d8%b3%d9%8a-%d8%af%d9%8a/,"مجموعة ورق A4 لازق - Pack of A4 Label","Our Arts",184EGP,in stock,622-436_56204,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,160EGP,new,published,,,,,16,,
622-433_56201,"نوت بوك محكوم A7 رقم 6799","Ruled notebook A7 No. 6799",http://localhost/ourarts/wp-content/uploads/2021/01/6925282266644.jpg,http://localhost/ourarts/product/%d8%af%d9%81%d8%aa%d8%b1-%d9%85%d8%ad%d9%83%d9%88%d9%85-a7-%d8%b1%d9%82%d9%85-6799/,"نوت بوك - Notebook","Our Arts",25EGP,in stock,622-433_56201,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,21.6EGP,new,published,,,,,16,,
622-434_56202,"عبوة stickers ياسين A4 مقاس (70 * 37 مم) 24","Yassin Pack of Label Yassin A4 - Size(70*37mm) 24",http://localhost/ourarts/wp-content/uploads/2021/01/pack-of-label-yassin_3_1.jpg,http://localhost/ourarts/product/%d8%b9%d8%a8%d9%88%d8%a9-%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d9%85%d9%82%d8%a7%d8%b3-70-37-%d9%85%d9%85-24/,"مجموعة ورق A4 لازق - Pack of A4 Label","Our Arts",184EGP,in stock,622-434_56202,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,160EGP,new,published,,,,,16,,
622-430_56198,"عبوة stickers ياسين A4 مقاس (70 * 32 مم) 27","Pack of Label Yassin A4 - Size(70*32mm) 27",http://localhost/ourarts/wp-content/uploads/2021/01/pack-of-label-yassin_4_1.jpg,http://localhost/ourarts/product/%d8%b9%d8%a8%d9%88%d8%a9-%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d9%85%d9%82%d8%a7%d8%b3-70-32-%d9%85%d9%85-27/,"مجموعة ورق A4 لازق - Pack of A4 Label","Our Arts",184EGP,in stock,622-430_56198,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,160EGP,new,published,,,,,16,,
622-431_56199,"المنار stickers ابيض - 26 * 80 ملم","Stickers elmanar White - 26*80 mm",http://localhost/ourarts/wp-content/uploads/2021/01/6222002206165.jpg,http://localhost/ourarts/product/%d8%a7%d8%b3%d8%aa%d9%8a%d9%83%d8%b1-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a7%d8%a8%d9%8a%d8%b6-26-80-%d9%85%d9%84%d9%85/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-431_56199,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-432_56200,"ياسين اسكتش رسم A4 24 ورقة 180 جرام","Yassin Sketch Book A4 24 Sheets 180gsm",http://localhost/ourarts/wp-content/uploads/2021/01/6222002210834-removebg-preview.jpg,http://localhost/ourarts/product/%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-%d8%a7%d8%b3%d9%83%d8%aa%d8%b4-a4-24-%d9%88%d8%b1%d9%82%d8%a9-180-%d8%ac%d8%b1%d8%a7%d9%85/,"أسكتش رسمات - Sketch Canson","Our Arts",36EGP,in stock,622-432_56200,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,31.5EGP,new,published,,,,,16,,
622-428_56195,"عبوة stickers ياسين A4 مقاس (16.9 * 70 مم) 51","Pack of Label Yassin A4 - Size(16.9*70mm) 51",http://localhost/ourarts/wp-content/uploads/2021/01/pack-of-label-yassin_7_1.jpg,http://localhost/ourarts/product/%d8%b9%d8%a8%d9%88%d8%a9-%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d9%85%d9%82%d8%a7%d8%b3-16-9-70-%d9%85%d9%85-51/,"مجموعة ورق A4 لازق - Pack of A4 Label","Our Arts",184EGP,in stock,622-428_56195,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,160EGP,new,published,,,,,16,,
622-429_56196,"ياسين A4 بلوك نوت - 40 ورقة","Yassin A4 Blocknote  - 40 Paper",http://localhost/ourarts/wp-content/uploads/2021/01/a4_blocknote_-_40_paper.jpg,http://localhost/ourarts/product/%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d8%a8%d9%84%d9%88%d9%83-%d9%86%d9%88%d8%aa-40-%d9%88%d8%b1%d9%82%d8%a9/,"نوت بوك - Notebook","Our Arts",7EGP,in stock,622-429_56196,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,6.5EGP,new,published,,,,,16,,
622-43_56197,"عبوة stickers ياسين A4 - مقاس (105 * 48 مم) - 12 ورقة","Pack of Label Yassin A4 - Size (105*48mm) -12 in sheet",http://localhost/ourarts/wp-content/uploads/2021/01/yassin_-computer-label_15.jpg,http://localhost/ourarts/product/%d8%b9%d8%a8%d9%88%d8%a9-%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d9%85%d9%82%d8%a7%d8%b3-105-48-%d9%85%d9%85-12-%d9%88%d8%b1%d9%82%d8%a9/,"ملصق - Labels","Our Arts",184EGP,in stock,622-43_56197,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,160EGP,new,published,,,,,16,,
622-426_56193,"عبوة stickers ياسين A4 مقاس (18.55 * 35 مم) 96","Pack of Label Yassin A4 - Size(18.55*35mm) 96",http://localhost/ourarts/wp-content/uploads/2021/01/pack-of-label-yassin_8_1.jpg,http://localhost/ourarts/product/%d8%b9%d8%a8%d9%88%d8%a9-%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d9%85%d9%82%d8%a7%d8%b3-18-55-35-%d9%85%d9%85-96/,"مجموعة ورق A4 لازق - Pack of A4 Label","Our Arts",184EGP,in stock,622-426_56193,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,160EGP,new,published,,,,,16,,
622-427_56194,"عبوة stickers المنار أبيض 25 مل","pack of Stickers elManar White 25 ml",http://localhost/ourarts/wp-content/uploads/2021/01/6222002206288.jpg,http://localhost/ourarts/product/%d8%b9%d8%a8%d9%88%d8%a9-%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a3%d8%a8%d9%8a%d8%b6-25-%d9%85%d9%84/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-427_56194,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-424_56191,"عبوة stickers ياسين A4 مقاس (105 * 57 مم) 10","Pack of Label Yassin A4 Size (105*57mm) 10",http://localhost/ourarts/wp-content/uploads/2021/01/yassin_-computer-label_12_1_1.jpg,http://localhost/ourarts/product/%d8%b9%d8%a8%d9%88%d8%a9-%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d9%85%d9%82%d8%a7%d8%b3-105-57-%d9%85%d9%85-10/,"مجموعة ورق A4 لازق - Pack of A4 Label","Our Arts",184EGP,in stock,622-424_56191,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,160EGP,new,published,,,,,16,,
622-425_56192,"المنار stickers ابيض - 20 * 37 ملم","Stickers elmanar White - 20 * 37 mm",http://localhost/ourarts/wp-content/uploads/2021/01/6222002206066.jpg,http://localhost/ourarts/product/%d8%a7%d8%b3%d8%aa%d9%8a%d9%83%d8%b1-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a7%d8%a8%d9%8a%d8%b6-20-37-%d9%85%d9%84%d9%85/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-425_56192,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-422_56189,"عبوة stickers ياسين A4 - مقاس (38 * 12.7 مم) 110 ورقة","Pack of Label Yassin A4 - Size(38*12.7mm) 110 in Sheet",http://localhost/ourarts/wp-content/uploads/2021/01/yassin_-computer-label_19_1_1_1_1.jpg,http://localhost/ourarts/product/%d8%b9%d8%a8%d9%88%d8%a9-%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d9%85%d9%82%d8%a7%d8%b3-38-12-7-%d9%85%d9%85-110-%d9%88%d8%b1%d9%82%d8%a9/,"مجموعة ورق A4 لازق - Pack of A4 Label","Our Arts",184EGP,in stock,622-422_56189,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,160EGP,new,published,,,,,16,,
622-423_56190,"المنار stickers الأبيض 20 مل","White Manar sticker 20 ml",http://localhost/ourarts/wp-content/uploads/2021/01/1_23_1.jpg,http://localhost/ourarts/product/%d8%b3%d8%aa%d9%8a%d9%83%d8%b1-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a7%d9%84%d8%a3%d8%a8%d9%8a%d8%b6-20-%d9%85%d9%84/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-423_56190,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-421_56188,"المنار stickers اصفر مقاس 19 * 45 مم","Stickers elManar Yellow size 19 * 45 mm",http://localhost/ourarts/wp-content/uploads/2021/01/6222002206660.jpg,http://localhost/ourarts/product/%d8%a7%d8%b3%d8%aa%d9%8a%d9%83%d8%b1-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a7%d8%b5%d9%81%d8%b1-%d9%85%d9%82%d8%a7%d8%b3-19-45-%d9%85%d9%85/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-421_56188,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-420_56187,"عبوة stickers ياسين A4 مقاس (105 * 146.5 مم)","Pack of Label Yassin A4 Size(105*146.5mm)",http://localhost/ourarts/wp-content/uploads/2021/01/yassin_-computer-label_19_1_1.jpg,http://localhost/ourarts/product/%d8%b9%d8%a8%d9%88%d8%a9-%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%a7%d8%aa-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-a4-%d9%85%d9%82%d8%a7%d8%b3-105-146-5-%d9%85%d9%85/,"مجموعة ورق A4 لازق - Pack of A4 Label","Our Arts",161EGP,in stock,622-420_56187,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,140EGP,new,published,,,,,16,,
622-419_56185,"المنار stickers ابيض 18 * 30 ملم","Stickers elmanar White 18*30 mm",http://localhost/ourarts/wp-content/uploads/2021/01/6222002206073.jpg,http://localhost/ourarts/product/%d8%a7%d8%b3%d8%aa%d9%8a%d9%83%d8%b1-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a7%d8%a8%d9%8a%d8%b6-18-30-%d9%85%d9%84%d9%85/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-419_56185,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-417_56183,"stickers المنار ابيض - 17 * 24 ملم بيض","Stickers elmanar White - 17 * 24 mm eggs",http://localhost/ourarts/wp-content/uploads/2021/01/1_1__13_1.jpg,http://localhost/ourarts/product/%d8%b3%d8%aa%d9%8a%d9%83%d8%b1%d8%b2-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a7%d8%a8%d9%8a%d8%b6-17-24-%d9%85%d9%84%d9%85-%d8%a8%d9%8a%d8%b6/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-417_56183,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-418_56184,"حامل مذكرات مع حامل قلم","Memo holder With pen stand",http://localhost/ourarts/wp-content/uploads/2021/01/6222002207377.jpg,http://localhost/ourarts/product/%d8%ad%d8%a7%d9%85%d9%84-%d9%85%d8%b0%d9%83%d8%b1%d8%a7%d8%aa-%d9%85%d8%b9-%d8%ad%d8%a7%d9%85%d9%84-%d9%82%d9%84%d9%85/,"حامل - holder","Our Arts",25EGP,in stock,622-418_56184,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,22EGP,new,published,,,,,16,,
622-416_56182,"حامل ورق خشب من ياسين","Yassin Wooden Paper Holder",http://localhost/ourarts/wp-content/uploads/2021/01/4585_1258151515_1.jpg,http://localhost/ourarts/product/%d8%ad%d8%a7%d9%85%d9%84-%d9%88%d8%b1%d9%82-%d8%ae%d8%b4%d8%a8-%d9%85%d9%86-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86/,"حامل - holder","Our Arts",45EGP,in stock,622-416_56182,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,39EGP,new,published,,,,,16,,
622-414_56180,"حامل ياسين 60 ورقة شفاف","Holder Yassin 60 Sheet Transparent",http://localhost/ourarts/wp-content/uploads/2021/01/60_1_.jpg,http://localhost/ourarts/product/%d8%ad%d8%a7%d9%85%d9%84-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-60-%d9%88%d8%b1%d9%82%d8%a9-%d8%b4%d9%81%d8%a7%d9%81/,"حامل - holder","Our Arts",47EGP,in stock,622-414_56180,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,41EGP,new,published,,,,,16,,
622-415_56181,"المنار stickers ابيض - 16 * 67 ملم","Stickers elmanar White - 16 * 67 mm",http://localhost/ourarts/wp-content/uploads/2021/01/6222002206110.jpg,http://localhost/ourarts/product/%d8%a7%d8%b3%d8%aa%d9%8a%d9%83%d8%b1-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b1-%d8%a7%d8%a8%d9%8a%d8%b6-16-67-%d9%85%d9%84%d9%85/,"ملصقات - stickers","Our Arts",6EGP,in stock,622-415_56181,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,5EGP,new,published,,,,,16,,
622-411_56177,"دبوس نوت بوك 60 ورق A4","Notebook Pin 60 Paper A4",http://localhost/ourarts/wp-content/uploads/2021/01/6222002207698.jpg,http://localhost/ourarts/product/%d8%af%d8%a8%d9%88%d8%b3-%d8%af%d9%81%d8%aa%d8%b1-60-%d9%88%d8%b1%d9%82-a4/,"نوت بوك - Notebook","Our Arts",19EGP,in stock,622-411_56177,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,16.2EGP,new,published,,,,,16,,
622-412_56178,"حامل ياسين 10 ورق شفاف","Holder Yassin 10 Sheet Transparent",http://localhost/ourarts/wp-content/uploads/2021/01/6222002209135-1.jpg,http://localhost/ourarts/product/%d8%ad%d8%a7%d9%85%d9%84-%d9%8a%d8%a7%d8%b3%d9%8a%d9%86-10-%d9%88%d8%b1%d9%82-%d8%b4%d9%81%d8%a7%d9%81/,"حامل - holder","Our Arts",17EGP,in stock,622-412_56178,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,15EGP,new,published,,,,,16,,
